name,date,m,n,d,solution_id,algorithm,objectiveValue,objectiveFunction,job,operation,machine,processing_time,starttime,endtime,microruns,timeSeconds,memoryBytes,metadata,status
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,1,6,10,1,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,1,7,3,4,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,1,8,2,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,1,9,9,6,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,1,10,7,9,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,1,11,3,9,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,1,12,3,2,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,1,13,6,2,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,1,14,9,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,1,2,9,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,2,4,9,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,3,9,7,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,4,1,7,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,5,2,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,6,8,10,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,7,4,4,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,8,8,2,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,9,3,8,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,10,4,4,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,11,3,5,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,12,9,9,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,13,5,6,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i14.txt,2023-10-18T07:16:33.885,10,2,0,17051928402094914922,Shifting Bottleneck,0,,2,14,6,7,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,1,3,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,2,2,1,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,3,9,4,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,4,9,10,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,5,5,8,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,6,4,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,7,1,8,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,8,9,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,9,4,5,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,10,5,5,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,11,4,5,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,12,4,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,13,2,5,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,14,1,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,15,8,6,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,16,6,1,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,17,2,7,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,1,18,4,9,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,1,5,10,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,2,5,9,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,3,5,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,4,6,2,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,5,6,2,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,6,8,2,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,7,4,6,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,8,5,3,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,9,5,2,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,10,4,4,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,11,7,8,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,12,1,5,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,13,6,6,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,14,1,6,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,15,7,9,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,16,1,10,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,17,7,2,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i18.txt,2023-10-18T07:16:34.385,10,2,0,10058266049048168834,Shifting Bottleneck,0,,2,18,4,7,0,0,0,0.0,0,"Dict{String, Any}()",Cycle of fixed disjunctive edges occured.
testsTwoJobs/m10n_i2.txt,2023-10-18T07:16:34.385,10,2,0,3565541434116916478,Shifting Bottleneck,12,Cmax_function,1,1,3,3,0,3,14,0.0021547,1844224,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i2.txt,2023-10-18T07:16:34.385,10,2,0,3565541434116916478,Shifting Bottleneck,12,Cmax_function,1,2,7,9,3,12,14,0.0021547,1844224,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i2.txt,2023-10-18T07:16:34.385,10,2,0,3565541434116916478,Shifting Bottleneck,12,Cmax_function,2,1,3,1,3,4,14,0.0021547,1844224,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i2.txt,2023-10-18T07:16:34.385,10,2,0,3565541434116916478,Shifting Bottleneck,12,Cmax_function,2,2,4,4,4,8,14,0.0021547,1844224,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,1,3,7,2,9,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,2,5,1,9,10,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,3,8,10,10,20,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,4,5,8,20,28,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,5,8,7,28,35,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,6,8,6,-'..--).0-*(+,))+(0(,-9223372036854775802,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,7,9,3,-9223372036854775802,-9223372036854775799,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,8,1,2,-9223372036854775799,-9223372036854775797,125,0.0185096,5426080,"Dict{String, Any}()",OK
