name,date,m,n,d,solution_id,algorithm,objectiveValue,objectiveFunction,job,operation,machine,processing_time,starttime,endtime,microruns,timeSeconds,memoryBytes,metadata,status
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,1,1,10,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,2,2,3,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,3,2,7,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,4,2,7,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,5,1,5,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,6,1,2,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,7,2,1,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,8,1,1,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,9,1,1,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,1,10,1,4,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,2,1,1,10,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
testsTwoMachines/n10n_i10.txt,2023-10-17T17:01:05.893,2,10,0,2490166968008213222,Shifting Bottleneck - DPC,0,,2,2,2,9,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 240
