name,date,m,n,d,solution_id,algorithm,objectiveValue,objectiveFunction,job,operation,machine,processing_time,starttime,endtime,microruns,timeSeconds,memoryBytes,metadata,status
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,1,7,3,7,64,71,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,1,8,4,2,76,78,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,1,9,5,4,78,82,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,1,10,4,7,84,91,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,1,4,6,0,6,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,2,3,5,6,11,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,3,5,6,12,18,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,4,4,8,21,29,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,5,3,8,29,37,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,6,5,2,38,40,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,7,4,9,40,49,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,8,2,10,49,59,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,9,4,2,64,66,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,10,2,6,68,74,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,1,2,4,13,17,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,2,5,7,31,38,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,3,2,4,38,42,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,4,3,1,42,43,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,5,1,2,43,45,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,6,4,9,49,58,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,7,4,6,58,64,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,8,1,4,66,70,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,9,5,3,72,75,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,3,10,4,6,78,84,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
testsWithRecirculation/n5m5n_i10i2.txt,2023-11-20T15:07:48.643,5,5,0,8946427055366837110,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,4,1,5,7,0,7,4818,1.0003463,133637736,"Dict{String, Any}(""terminalNodes"" => 2, ""nodesGenerated"" => 138, ""skippedNodes"" => 53)",OK
